Rafael,Grunder,06/13/1983,91764,1,0,1
Angeline,Winson,10/07/1984,91763,0,0,1
Odilia,McCurry,08/05/1989,91764,1,0,0
Aveline,Bourcq,11/02/1979,91764,1,0,0
Carson,Prendergrast,10/20/1978,91763,0,0,1
Lexi,Osgar,02/21/1977,91762,0,0,0
Adel,Smallcomb,10/26/1970,91763,0,0,1
Lurlene,Snelman,05/08/1981,91764,0,0,0
Riobard,Inch,11/04/1976,91762,1,1,0
Myrtice,Rosnau,03/27/1989,91764,1,0,0
Mariam,Szymon,08/13/1986,91763,0,0,1
Rosemary,Foulis,07/31/1988,91762,0,1,0
Kaela,Sarge,11/10/1978,91763,0,0,1
Irvine,Clawson,07/23/1960,91762,0,1,0
Riki,Willcox,05/12/1981,91763,1,0,1
Jill,Mallebone,07/22/1975,91764,1,0,0
Bertram,Stonman,04/25/1980,91763,0,0,1
Cheryl,McIleen,05/26/1978,91762,0,0,0
Conrad,Muller,06/10/1975,91762,0,1,0
Deloris,Leblanc,12/08/1975,91764,1,0,1
Elnar,Ledson,11/09/1967,91763,0,1,0
Graig,Denidge,12/19/1977,91763,0,1,1
Teodorico,Iglesia,02/17/1982,91764,1,0,0
Camila,Songhurst,12/03/1961,91764,0,0,0
Avis,Rolse,07/04/1965,91763,0,0,0
Whitney,Godley,10/30/1987,91764,1,0,0
Ruperta,Spencook,06/08/1986,91764,1,0,0
Fredek,Vanyutin,04/01/1960,91762,0,1,0
Jewel,Payn,05/05/1977,91764,1,0,1
Torr,Wanka,09/10/1976,91762,1,0,0
Jonathon,Peirce,08/06/1976,91762,0,1,0
Shelli,Chree,10/02/1965,91762,1,1,0
Filippa,Ratray,05/05/1962,91763,0,0,1
Joshia,Patrone,07/02/1972,91764,1,1,1
Ernaline,Barlass,05/31/1986,91763,0,0,1
Chelsy,Tatlowe,10/06/1967,91763,0,1,1
Lorita,Grinsted,01/08/1972,91762,0,0,1
Bobbette,Gethyn,07/21/1961,91764,0,0,1
Gustavus,Attyeo,01/09/1966,91763,0,0,1
Henrie,Lathey,10/12/1973,91762,0,0,0
Vanessa,Billingsly,10/06/1985,91762,1,1,1
Nara,Vasovic,01/26/1972,91764,1,0,0
Celina,Antonowicz,11/10/1965,91762,0,1,0
Letizia,Bartrop,01/03/1965,91764,0,0,0
Tommie,Heaps,06/24/1985,91764,1,0,0
Oren,Addicote,05/13/1985,91763,0,0,0
Esdras,Cassel,12/11/1971,91762,0,0,0
Ari,Behnen,11/05/1978,91762,1,1,0
Sharla,Tine,12/06/1978,91763,0,0,1
Isahella,Aylmore,01/04/1968,91762,1,1,0
Ax,Lundbech,02/21/1974,91763,0,0,1
Edd,Truse,06/18/1981,91764,1,0,0
Margret,Ruegg,04/27/1967,91764,1,1,1
Roseline,Jaggli,09/26/1979,91763,0,0,0
Joyce,Hallet,12/22/1976,91762,0,1,0
Dorie,Pendred,05/29/1971,91764,1,0,0
Kattie,Campsall,11/04/1977,91763,0,0,0
Jordan,Kirtlan,09/19/1967,91764,0,0,0
Zacharias,Ambrosoli,11/23/1975,91762,1,1,0
Dieter,Cubbinelli,02/19/1960,91764,1,0,0
Lorens,Boards,08/20/1974,91764,0,0,0
Amalee,MacAloren,10/30/1975,91764,1,0,0
Piotr,Tumini,08/25/1967,91764,0,0,0
Miquela,Hallet,08/05/1980,91763,0,0,1
Gene,Pabelik,12/09/1971,91762,1,0,1
Sabra,MacAleese,03/08/1989,91763,0,0,1
Gussy,Cassels,05/12/1982,91763,1,0,1
Valaria,Freke,02/25/1984,91763,0,0,1
Callie,Carslake,09/08/1966,91763,0,0,1
Gearard,Seemmonds,11/21/1969,91764,1,0,0
Katlin,Yersin,02/08/1964,91762,0,1,0
Farleigh,Purshouse,04/17/1979,91764,0,1,1
Kerrin,Jakoviljevic,10/29/1971,91764,1,0,0
Ajay,Jedrzejewsky,06/11/1977,91764,1,0,0
Alphonse,Izak,04/16/1973,91764,1,0,0
Eustacia,Dinkin,05/15/1972,91764,0,0,1
Fidole,Canavan,10/01/1975,91763,0,0,1
Valentia,Staley,06/10/1980,91762,1,1,0
Halli,McBrearty,07/14/1965,91764,1,0,0
Ly,Van Dale,11/06/1968,91762,1,0,0
Eberto,Waumsley,10/26/1974,91763,0,0,1
Catha,McElvogue,08/25/1972,91764,1,0,0
Richardo,Knibb,06/23/1980,91762,0,0,0
Che,Kurth,10/29/1969,91763,0,0,0
Ruy,Rew,06/30/1967,91763,0,1,1
Willem,Doumenc,09/11/1984,91762,0,1,0
Angie,Eallis,02/02/1986,91762,1,1,1
Brandy,Kilmurry,06/24/1967,91763,0,0,0
Meade,Hryskiewicz,01/11/1975,91762,0,1,0
Codee,Gaskill,08/16/1981,91762,0,0,0
Kyrstin,Woloschinski,07/17/1975,91762,1,1,0
Silvester,Eschalotte,04/07/1971,91762,0,1,1
Ranee,Ballin,06/26/1977,91764,1,1,0
Rodge,Bakes,03/31/1974,91762,1,0,0
Britteny,Swainston,01/07/1983,91763,0,0,1
Thom,Himpson,11/07/1972,91762,1,1,1
Marga,Labuschagne,05/24/1971,91764,1,0,1
Julienne,Sturton,07/07/1973,91764,1,0,0
Dina,Coffelt,12/03/1988,91763,1,0,1
Federico,Kennermann,06/07/1989,91764,0,0,0
Bernadene,Astley,01/10/1976,91763,0,0,0
Lindon,Ridulfo,07/17/1985,91763,0,0,1
Alissa,Hoolaghan,02/20/1962,91764,0,0,0
Cindie,Ambroise,12/23/1986,91762,0,1,0
Deina,Witham,05/08/1976,91764,1,0,0
Codi,Pantridge,04/15/1976,91763,0,0,1
Olia,M'Chirrie,07/14/1966,91763,0,0,1
Dilly,Bavester,04/24/1961,91763,0,0,1
Valenka,Grishakov,09/16/1967,91764,1,0,1
Morty,Sloat,02/20/1987,91763,0,0,1
Ami,Danihelka,12/25/1983,91762,0,0,0
Hebert,Ruckert,07/30/1965,91764,0,0,0
Richmond,Coldham,11/16/1963,91764,1,0,0
Alain,Barbrick,04/28/1986,91764,1,0,1
Steve,Esel,08/16/1983,91762,0,0,1
Noak,Dand,04/07/1978,91763,0,0,1
Dawn,Matschoss,09/06/1985,91764,1,0,1
Alissa,Glasson,04/17/1980,91764,1,0,0
Flore,Wink,07/03/1961,91762,0,1,0
Joye,Bourchier,09/11/1979,91764,0,0,0
Gabrila,Lindell,07/02/1962,91763,0,0,1
Rebecca,Beswell,05/07/1985,91763,1,1,1
Audra,Maiden,04/23/1987,91764,0,0,1
Marquita,Hazeman,12/31/1969,91764,0,1,0
Bancroft,Brazear,02/24/1975,91762,0,0,1
Giustina,Leet,06/11/1981,91763,0,0,1
Minetta,Dinnage,10/17/1969,91763,1,1,0
Horst,Uren,02/23/1982,91764,1,0,1
Paloma,Gothrup,03/24/1984,91763,0,0,1
Boy,Whitlaw,07/04/1977,91763,0,0,1
Henry,Sango,08/31/1975,91763,1,0,1
Torie,Turpin,08/07/1989,91762,0,1,0
Colas,Yokel,11/01/1966,91764,0,0,0
Nikkie,Cavozzi,02/01/1963,91764,0,0,0
Lee,Rainon,11/22/1980,91763,1,0,1
Amata,Marjot,09/12/1975,91762,1,0,0
Odella,Grimsell,06/18/1970,91763,0,0,1
Dino,Messenger,07/30/1985,91764,0,0,1
Reamonn,Allnatt,04/28/1965,91762,0,1,0
Dennis,Broadbury,05/19/1977,91764,1,0,0
Gilemette,Guiton,02/14/1972,91764,0,0,0
Otis,Berndtsson,12/20/1973,91763,0,0,1
Ronna,Spadoni,06/24/1981,91762,1,1,1
Georgina,Schuck,08/04/1987,91763,0,0,1
Glen,Ledram,04/10/1987,91764,1,0,0
Merna,Antczak,01/27/1969,91762,0,1,0
Odilia,McBeth,10/10/1973,91762,0,1,0
Frank,Burmaster,01/04/1979,91763,0,0,1
Dniren,Joule,04/02/1966,91762,0,1,0
Eduard,Tomlett,06/28/1971,91764,0,0,0
Maude,Croydon,05/13/1980,91764,1,0,1
Jane,Leverton,11/08/1981,91762,0,0,1
Guinevere,Szymanowski,07/19/1967,91762,0,1,0
Lotta,Claremont,03/14/1987,91762,1,1,1
Sybilla,Cornilleau,05/15/1987,91764,1,0,0
Kearney,Gorini,06/19/1964,91763,0,1,1
Chane,Terbrugge,06/12/1983,91762,0,1,0
Hobie,Hanigan,04/25/1979,91762,1,0,0
Gabriele,Moar,04/08/1974,91764,1,0,0
Garrard,Readings,07/06/1984,91763,0,0,1
Eden,Garoghan,10/16/1966,91762,0,1,1
Ferris,Penkethman,12/31/1984,91762,1,1,0
Flossie,Mabbe,02/11/1968,91762,0,0,0
Florina,Tomkys,10/30/1986,91764,1,0,0
Babara,Fossett,03/31/1987,91763,0,0,1
Bernie,Gration,11/02/1981,91762,0,0,0
Justinn,Minkin,03/16/1987,91762,0,1,1
Culley,Fullbrook,12/06/1979,91762,0,1,0
Revkah,Rebert,01/24/1983,91764,1,0,1
Maribelle,Spratt,03/02/1977,91763,0,0,1
Trefor,Bonehill,09/08/1976,91763,1,0,0
Kittie,Queen,03/06/1971,91763,0,0,1
Britteny,Hubble,03/13/1986,91764,1,0,0
Lynette,Langlois,08/25/1974,91762,0,1,1
Brigid,Toquet,05/11/1984,91763,0,0,1
Cordula,Paolacci,12/14/1989,91763,1,0,1
Nataniel,Woolfall,10/12/1964,91762,0,1,0
Raynell,Dahlen,02/11/1961,91764,0,0,0
Roxine,Dudman,09/20/1982,91764,1,0,1
Vasilis,Bottini,07/07/1973,91763,0,1,1
Patricia,Nickerson,04/10/1970,91762,0,1,0
Taddeusz,McCague,12/08/1972,91764,1,0,0
Ricki,Pynner,09/28/1962,91764,0,0,0
Jerri,Kineton,05/14/1978,91763,1,0,0
Brooke,Beinisch,08/22/1974,91763,0,0,1
Staford,Ikringill,11/03/1978,91764,0,0,0
Brander,Aveyard,02/23/1978,91763,0,0,1
Nap,Andryszczak,06/11/1979,91763,0,0,0
Germain,Fraulo,08/13/1989,91763,0,1,0
Reeba,Butterfill,10/11/1967,91763,0,0,1
Conny,Ruit,09/16/1980,91762,0,1,0
Kaylil,Roget,09/04/1988,91762,1,0,1
Lancelot,Hollyer,09/25/1986,91763,0,0,1
Charlean,Sycamore,08/14/1981,91762,1,1,0
Abra,Hansen,04/20/1989,91764,1,0,1
Tracee,Dalliwatr,08/02/1979,91763,1,0,1
Saunders,Richie,12/13/1980,91764,1,0,0
Leigh,Geydon,10/07/1976,91764,1,0,1
Fax,Hiddsley,12/01/1972,91764,1,0,0
Lorelei,Huitson,02/04/1970,91762,1,1,0
Berky,Lazer,12/04/1969,91763,0,0,0
Ellene,Allenson,08/03/1972,91763,0,0,1
Claudian,Summerley,04/22/1981,91763,0,0,1
Revkah,Coulthart,11/30/1965,91763,0,0,1
Reid,Casazza,09/20/1967,91764,1,1,0
Rafaelita,Rubke,12/07/1962,91762,0,1,0
Joleen,Jiri,07/18/1968,91762,0,1,0
Jonathan,Meric,02/04/1985,91762,0,0,1
Gay,Greenhalf,10/23/1975,91763,0,0,0
Gaylor,Piatkowski,08/27/1962,91762,0,1,0
Sanson,Batchley,03/21/1964,91763,0,0,1
Yasmeen,Atkirk,09/16/1979,91762,1,1,0
Niles,McIlvenna,04/09/1982,91762,1,1,0
Carlin,Capstake,10/07/1976,91764,1,0,0
Sadye,O'Nions,08/08/1963,91762,0,0,0
Lenora,Tookill,03/27/1971,91762,0,0,0
Iver,Barmby,05/15/1983,91763,0,1,1
Etan,Sancho,09/18/1962,91762,1,1,0
Kailey,Abrahamowitcz,06/26/1963,91762,1,1,0
Lennie,McGowran,03/02/1966,91763,0,0,0
Goldy,Caddick,03/13/1987,91764,1,0,0
Moritz,McShea,11/09/1981,91762,1,0,0
Karylin,Cassedy,06/21/1960,91763,0,0,1
Ellie,Aggio,12/07/1971,91762,0,1,0
Fergus,Huyche,11/06/1973,91764,0,0,0
Chet,Huckstepp,02/09/1964,91763,0,0,1
Wade,Cakes,01/30/1986,91762,0,1,0
Ewell,Cartmer,09/06/1966,91762,0,1,0
Gwendolin,Nicholl,03/10/1970,91763,0,0,1
Granny,Trawin,11/29/1960,91763,0,0,0
Cirilo,Lippard,06/16/1982,91762,1,1,0
Darwin,Gawne,11/20/1977,91764,1,0,0
Drud,Gottelier,09/21/1967,91764,1,0,1
Aaron,Endecott,02/01/1977,91764,1,0,1
Beatrix,Rodgers,11/25/1963,91764,1,1,0
Etti,Vassall,11/18/1966,91762,0,1,0
Darill,Husk,09/05/1966,91764,0,0,0
Rad,Crolly,04/03/1987,91762,1,1,0
Tait,Baitson,07/30/1983,91763,0,0,1
Laverne,Meus,09/13/1968,91763,0,1,0
Ilene,Tear,11/10/1987,91764,1,0,0
Josh,Frankiss,05/20/1966,91763,0,0,0
Blane,Kiehl,08/27/1969,91764,1,1,0
Fawn,Backs,11/22/1973,91762,0,1,0
Bart,Rubroe,10/25/1980,91763,0,0,1
Lorenzo,Longhorne,08/02/1971,91762,0,1,0
Glynis,Deavall,04/10/1968,91763,0,0,1
Alys,Braywood,08/12/1967,91764,1,0,0
Elianore,Bottlestone,04/04/1964,91764,1,0,0
Lyle,Skirvin,08/23/1967,91763,0,0,0
Fabian,Astling,10/22/1982,91763,0,0,1
Fabian,Pentycross,08/20/1974,91764,1,0,0
Johna,Lints,07/19/1985,91764,1,0,0
Jeralee,Kleynermans,05/11/1967,91762,1,1,0
Zarla,Oloman,06/17/1963,91764,1,1,0
Rafe,Nestor,02/18/1979,91762,0,1,0
Dulsea,Coo,01/27/1974,91763,0,0,1
Glyn,Jakoubec,10/20/1984,91764,1,0,0
Jennifer,Strutt,07/01/1967,91764,0,0,0
Gothart,Barnhart,12/01/1976,91764,1,0,0
Cristionna,Huie,03/25/1975,91764,0,0,0
Portie,McCord,11/12/1972,91764,1,0,1
Brianna,Poultney,05/27/1969,91764,1,0,1
Geraldine,Andrat,03/25/1977,91762,0,1,1
Wells,Dundredge,05/16/1983,91764,1,0,0
Winnah,Dowsett,04/14/1963,91764,1,1,1
Stanislas,Lyburn,07/22/1973,91763,1,0,0
Hilde,Sangra,01/19/1984,91762,0,1,1
Hobey,Attrie,11/09/1965,91764,1,0,0
Northrop,Delete,04/26/1966,91763,1,1,0
Lawrence,Rentilll,03/16/1980,91763,0,0,1
Joanie,Criple,12/10/1977,91764,1,0,0
Raf,Espin,12/18/1970,91763,0,0,1
Bevon,Chivrall,08/20/1982,91764,1,0,0
Orly,Gullivan,07/10/1984,91763,0,0,1
Eric,Boyn,07/19/1979,91764,1,0,0
Adan,Witherspoon,09/28/1964,91764,0,1,0
Andreana,Salerg,11/15/1961,91764,1,0,0
Laurence,Matusovsky,05/28/1981,91764,1,1,0
Latisha,Jobes,06/22/1977,91764,1,0,1
Cassie,Bulbeck,01/07/1967,91764,1,0,0
Giraldo,Averay,06/05/1972,91763,1,0,1
Georgiana,Fothergill,01/26/1962,91762,1,1,1
Dan,Menendez,05/23/1968,91762,0,1,0
Brooke,Stapley,05/24/1969,91762,1,0,0
Melinde,Slyde,11/19/1978,91762,0,1,1
Alejandro,Micheli,10/18/1971,91763,0,0,1
Winna,Vedenyakin,05/21/1970,91764,1,0,0
Chastity,Josipovic,05/19/1983,91764,1,0,0
Sheffie,Tidgewell,12/31/1979,91763,0,0,0
Ernesto,Mac,07/14/1972,91764,1,0,0
Eimile,Scholtz,02/11/1989,91764,1,0,0
Archibold,Endon,06/27/1988,91764,1,0,0
Alysa,Matushenko,07/09/1988,91762,0,1,0
Mycah,Pantlin,12/05/1971,91762,0,1,1
Codie,Dellar,12/11/1969,91763,1,0,1
Joaquin,Mattiello,08/27/1969,91763,0,0,1
Millie,O'Carrol,11/03/1963,91762,1,1,0
Hart,Thirkettle,09/20/1974,91762,0,1,1
Emery,Estable,05/04/1972,91763,0,0,0
Alexandr,Brave,03/05/1975,91764,0,0,1
Maegan,Heady,03/15/1977,91763,0,0,1
Codi,Mowles,07/10/1977,91762,0,1,0
Redd,Gookey,08/24/1982,91763,0,0,1
Molli,Deek,05/03/1961,91764,1,0,1
Ludovico,Ojeda,02/18/1988,91764,1,1,0
Valera,Btham,07/07/1975,91763,0,0,0
Toby,de Marco,12/18/1978,91762,0,1,0
Yolane,Exon,03/12/1971,91764,1,0,0
Marlee,Janc,05/09/1980,91763,0,1,1
Dionysus,Jennemann,07/06/1969,91762,0,0,0
Cazzie,Pie,07/08/1970,91763,0,0,1
Nahum,Kingaby,09/04/1978,91763,0,0,0
Wakefield,Ventura,10/26/1977,91762,1,1,0
Wain,Bein,05/29/1989,91764,1,0,1
Roana,Heinig,02/03/1978,91763,0,0,1
Briny,Paolacci,05/20/1985,91764,1,0,0
Gwenneth,Syrie,01/05/1964,91764,0,0,0
Gale,Rennebeck,09/08/1969,91763,0,1,1
Deanne,Greiser,04/19/1963,91764,1,1,0
Darb,Douty,08/28/1961,91764,1,0,0
Arnaldo,Troctor,07/20/1967,91764,1,0,0
Grissel,Koppelmann,09/06/1960,91764,1,1,0
Claire,Bull,12/20/1978,91762,0,0,0
Gabriell,Bidewel,10/17/1973,91762,1,1,0
Minnnie,Aleksich,07/10/1961,91763,0,0,1
Eloise,Luno,07/26/1985,91763,0,0,1
Desirae,Nowakowski,02/17/1969,91764,1,0,0
Jordon,Gregine,02/20/1974,91764,1,0,0
Gustie,Braidford,03/06/1966,91764,1,1,1
Delcina,Oulet,07/16/1967,91762,0,1,0
Murdoch,Possa,08/07/1970,91762,1,1,0
Keary,Stockley,02/03/1981,91764,1,0,0
Kerry,Mulvenna,12/11/1985,91764,1,0,0
Bard,MacAllister,07/10/1964,91763,0,0,1
Selene,Atthowe,09/18/1979,91762,0,1,0
Eachelle,Pashe,11/08/1976,91764,0,0,1
Thorsten,Bourhill,10/14/1988,91764,1,0,0
Laurianne,Sweetlove,05/17/1989,91763,0,0,1
Lissie,Presshaugh,05/29/1974,91762,1,1,0
Giraud,Motton,08/15/1964,91763,0,1,0
Filide,Whitwham,05/26/1987,91764,1,0,1
Michell,Blacktin,07/31/1982,91763,0,1,1
Nicola,Boow,11/11/1965,91764,1,0,0
Halie,Delve,03/06/1987,91762,0,0,1
Robinett,Statham,06/21/1979,91764,0,0,0
Boycey,Solloway,10/29/1984,91763,0,0,1
Jonell,Lamberto,08/16/1989,91762,0,0,1
Raynell,Dowgill,10/16/1987,91764,1,0,1
Rodolphe,Rosenzveig,07/22/1965,91764,1,0,0
Westley,Codling,05/31/1962,91762,0,1,0
Tiffie,Starsmeare,09/02/1970,91764,1,1,0
Trula,Kibby,12/08/1966,91762,0,1,0
Vanni,Casely,07/25/1979,91763,0,0,1
Judd,Singers,05/10/1963,91762,0,1,0
Freida,Quirk,08/20/1986,91764,1,1,1
Tori,Gidney,08/11/1984,91764,1,0,0
Henrieta,Folli,04/17/1983,91764,1,0,0
Elisa,Lawlings,03/31/1964,91763,0,0,1
Burr,Sarver,04/15/1978,91764,1,0,0
Roobbie,Duckers,02/06/1965,91763,0,0,1
Jennee,Pover,10/13/1976,91763,0,0,1
Kelwin,Bonelle,02/04/1973,91762,0,1,0
Torey,Marklund,12/05/1966,91763,0,0,0
Palm,Traviss,12/17/1987,91762,1,0,0
Gannon,Duffett,09/22/1960,91764,0,0,0
Luci,Scare,02/10/1962,91762,0,1,0
Lanette,Lenham,10/20/1972,91764,1,1,0
Martguerita,Cline,12/11/1975,91762,0,1,0
Ursola,Kimmons,03/06/1984,91763,0,0,1
Lawton,Brigg,03/23/1972,91764,1,0,1
Cletis,Hardiker,04/01/1969,91763,0,0,1
Zorina,Lowater,12/10/1973,91764,1,0,0
Elbertine,Lathbury,06/04/1968,91763,0,0,1
Carin,Tourle,09/18/1977,91763,0,0,1
Gwendolin,Wakeford,07/14/1962,91762,0,1,0
Lorrayne,Fantin,08/05/1971,91764,1,0,0
Cristina,Dwelley,02/20/1985,91763,1,0,1
Clovis,Wyse,06/21/1964,91762,0,1,0
Lonny,Danneil,04/02/1976,91764,0,0,0
Kay,Helkin,03/13/1966,91763,0,0,1
Guthrey,Perrat,02/04/1974,91763,0,0,1
Natalie,Josephson,07/26/1985,91763,0,0,1
Orran,Foggo,03/12/1961,91764,1,1,0
Bianca,Crips,02/02/1984,91764,0,1,0
Luelle,Hackett,07/14/1979,91762,0,1,0
Lesley,Anglish,02/23/1980,91762,1,1,0
Margarita,Orts,07/18/1967,91763,0,0,1
Aguie,Lemmen,07/05/1974,91763,0,0,1
Harri,Ayton,01/31/1987,91762,1,1,0
